Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.3280        -331.9057    -335.5097       3.6040   381.9
1.3285        -331.9073    -335.5777       3.6704   389.0
1.3290        -331.9091    -335.6479       3.7388   396.2
1.3295        -331.9118    -335.6977       3.7859   401.2
1.3300        -331.9143    -335.7081       3.7938   402.1
1.3305        -331.9170    -335.6725       3.7555   398.0
1.3310        -331.9190    -335.5980       3.6790   389.9
1.3315        -331.9209    -335.5102       3.5893   380.4
1.3320        -331.9241    -335.4428       3.5187   372.9
1.3325        -331.9286    -335.4193       3.4907   369.9
1.3330        -331.9348    -335.4442       3.5094   371.9
1.3335        -331.9417    -335.5017       3.5600   377.3
1.3340        -331.9494    -335.5667       3.6173   383.3
1.3345        -331.9568    -335.6145       3.6577   387.6
1.3350        -331.9641    -335.6316       3.6675   388.7
1.3355        -331.9723    -335.6146       3.6423   386.0
1.3360        -331.9802    -335.5617       3.5814   379.6
1.3365        -331.9879    -335.4786       3.4907   369.9
1.3370        -331.9950    -335.3791       3.3841   358.6
1.3375        -332.0015    -335.2843       3.2827   347.9
1.3380        -332.0080    -335.2223       3.2143   340.6
1.3385        -332.0159    -335.2162       3.2003   339.2
1.3390        -332.0258    -335.2647       3.2390   343.3
1.3395        -332.0364    -335.3393       3.3029   350.0
1.3400        -332.0465    -335.4007       3.3542   355.5
1.3405        -332.0550    -335.4205       3.3655   356.7
1.3410        -332.0622    -335.3958       3.3336   353.3
1.3415        -332.0686    -335.3468       3.2782   347.4
1.3420        -332.0761    -335.3034       3.2273   342.0
1.3425        -332.0842    -335.2844       3.2002   339.2
1.3430        -332.0930    -335.2930       3.2000   339.1
1.3435        -332.1019    -335.3200       3.2180   341.0
1.3440        -332.1103    -335.3540       3.2436   343.8
1.3445        -332.1181    -335.3920       3.2739   347.0
1.3450        -332.1269    -335.4389       3.3120   351.0
1.3455        -332.1358    -335.4930       3.3572   355.8
1.3460        -332.1459    -335.5462       3.4003   360.4
1.3465        -332.1563    -335.5808       3.4245   362.9
1.3470        -332.1662    -335.5793       3.4132   361.7
1.3475        -332.1752    -335.5346       3.3594   356.0
1.3480        -332.1834    -335.4554       3.2720   346.8
1.3485        -332.1908    -335.3634       3.1726   336.2
1.3490        -332.1980    -335.2886       3.0905   327.5
1.3495        -332.2061    -335.2558       3.0498   323.2
1.3500        -332.2151    -335.2713       3.0562   323.9
1.3505        -332.2248    -335.3205       3.0957   328.1
1.3510        -332.2338    -335.3781       3.1443   333.2
1.3515        -332.2419    -335.4251       3.1832   337.3
1.3520        -332.2493    -335.4551       3.2058   339.7
1.3525        -332.2568    -335.4707       3.2139   340.6
1.3530        -332.2641    -335.4764       3.2123   340.4
1.3535        -332.2716    -335.4761       3.2045   339.6
1.3540        -332.2788    -335.4725       3.1937   338.5
1.3545        -332.2855    -335.4731       3.1877   337.8
1.3550        -332.2920    -335.4903       3.1983   338.9
1.3555        -332.2992    -335.5343       3.2351   342.9
1.3560        -332.3075    -335.6054       3.2979   349.5
1.3565        -332.3166    -335.6886       3.3720   357.4
1.3570        -332.3264    -335.7588       3.4324   363.8
1.3575        -332.3361    -335.7896       3.4535   366.0
1.3580        -332.3448    -335.7648       3.4199   362.4
1.3585        -332.3520    -335.6867       3.3347   353.4
1.3590        -332.3581    -335.5813       3.2232   341.6
1.3595        -332.3638    -335.4893       3.1255   331.2
1.3600        -332.3712    -335.4470       3.0758   326.0
1.3605        -332.3800    -335.4642       3.0842   326.9
1.3610        -332.3895    -335.5224       3.1329   332.0
1.3615        -332.3985    -335.5886       3.1900   338.1
1.3620        -332.4064    -335.6350       3.2285   342.2
1.3625        -332.4133    -335.6513       3.2380   343.2
1.3630        -332.4198    -335.6430       3.2232   341.6
1.3635        -332.4265    -335.6210       3.1945   338.5
1.3640        -332.4332    -335.5936       3.1604   334.9
1.3645        -332.4396    -335.5697       3.1301   331.7
1.3650        -332.4460    -335.5592       3.1132   329.9
1.3655        -332.4521    -335.5697       3.1176   330.4
1.3660        -332.4589    -335.6064       3.1475   333.6
1.3665        -332.4660    -335.6659       3.1999   339.1
1.3670        -332.4743    -335.7357       3.2614   345.6
1.3675        -332.4827    -335.7914       3.3087   350.7
1.3680        -332.4899    -335.8097       3.3197   351.8
1.3685        -332.4969    -335.7809       3.2840   348.0
1.3690        -332.5023    -335.7091       3.2069   339.9
1.3695        -332.5061    -335.6195       3.1134   330.0
1.3700        -332.5104    -335.5507       3.0403   322.2
1.3705        -332.5157    -335.5305       3.0148   319.5
1.3710        -332.5227    -335.5604       3.0376   321.9
1.3715        -332.5303    -335.6141       3.0838   326.8
1.3720        -332.5368    -335.6562       3.1194   330.6
1.3725        -332.5411    -335.6650       3.1239   331.1
1.3730        -332.5443    -335.6461       3.1019   328.7
1.3735        -332.5477    -335.6203       3.0726   325.6
1.3740        -332.5519    -335.6047       3.0528   323.5
1.3745        -332.5564    -335.6041       3.0477   323.0
1.3750        -332.5602    -335.6153       3.0551   323.8
1.3755        -332.5640    -335.6353       3.0713   325.5
1.3760        -332.5678    -335.6611       3.0933   327.8
1.3765        -332.5713    -335.6899       3.1186   330.5
1.3770        -332.5743    -335.7218       3.1475   333.6
1.3775        -332.5770    -335.7594       3.1825   337.3
1.3780        -332.5800    -335.8074       3.2274   342.0
1.3785        -332.5835    -335.8646       3.2811   347.7
1.3790        -332.5876    -335.9198       3.3322   353.1
1.3795        -332.5918    -335.9542       3.3624   356.3
1.3800        -332.5950    -335.9519       3.3570   355.8
1.3805        -332.5976    -335.9129       3.3154   351.4
1.3810        -332.5995    -335.8499       3.2504   344.5
1.3815        -332.6024    -335.7812       3.1788   336.9
1.3820        -332.6054    -335.7160       3.1106   329.7
1.3825        -332.6082    -335.6565       3.0484   323.1
1.3830        -332.6102    -335.6047       2.9945   317.4
1.3835        -332.6118    -335.5681       2.9563   313.3
1.3840        -332.6137    -335.5559       2.9423   311.8
1.3845        -332.6160    -335.5695       2.9535   313.0
1.3850        -332.6187    -335.5979       2.9792   315.7
1.3855        -332.6209    -335.6212       3.0003   318.0
1.3860        -332.6226    -335.6228       3.0002   317.9
1.3865        -332.6226    -335.5945       2.9719   315.0
1.3870        -332.6214    -335.5448       2.9234   309.8
1.3875        -332.6197    -335.4951       2.8754   304.7
1.3880        -332.6187    -335.4666       2.8480   301.8
1.3885        -332.6182    -335.4668       2.8486   301.9
1.3890        -332.6175    -335.4870       2.8695   304.1
1.3895        -332.6162    -335.5125       2.8963   306.9
1.3900        -332.6141    -335.5301       2.9160   309.0
1.3905        -332.6110    -335.5332       2.9221   309.7
1.3910        -332.6077    -335.5220       2.9143   308.8
1.3915        -332.6039    -335.4978       2.8939   306.7
1.3920        -332.6001    -335.4618       2.8617   303.3
1.3925        -332.5956    -335.4115       2.8160   298.4
1.3930        -332.5903    -335.3500       2.7597   292.5
1.3935        -332.5836    -335.2888       2.7051   286.7
1.3940        -332.5772    -335.2473       2.6701   283.0
1.3945        -332.5707    -335.2396       2.6690   282.9
1.3950        -332.5644    -335.2694       2.7050   286.7
1.3955        -332.5579    -335.3292       2.7713   293.7
1.3960        -332.5509    -335.4048       2.8539   302.4
1.3965        -332.5428    -335.4806       2.9378   311.3
1.3970        -332.5339    -335.5445       3.0106   319.1
1.3975        -332.5242    -335.5888       3.0646   324.8
1.3980        -332.5139    -335.6096       3.0957   328.1
1.3985        -332.5026    -335.6083       3.1056   329.1
1.3990        -332.4906    -335.5976       3.1070   329.3
1.3995        -332.4784    -335.5998       3.1214   330.8
1.4000        -332.4675    -335.6335       3.1659   335.5
1.4005        -332.4569    -335.6967       3.2398   343.3
1.4010        -332.4463    -335.7723       3.3259   352.5
1.4015        -332.4354    -335.8363       3.4009   360.4
1.4020        -332.4241    -335.8662       3.4421   364.8
1.4025        -332.4119    -335.8493       3.4374   364.3
1.4030        -332.3990    -335.7899       3.3909   359.4
1.4035        -332.3861    -335.7061       3.3199   351.8
1.4040        -332.3739    -335.6203       3.2463   344.0
1.4045        -332.3630    -335.5493       3.1863   337.7
1.4050        -332.3523    -335.4977       3.1454   333.3
1.4055        -332.3416    -335.4633       3.1216   330.8
1.4060        -332.3305    -335.4456       3.1151   330.1
1.4065        -332.3198    -335.4487       3.1289   331.6
1.4070        -332.3094    -335.4699       3.1604   334.9
1.4075        -332.2992    -335.4968       3.1976   338.9
1.4080        -332.2880    -335.5146       3.2266   341.9
1.4085        -332.2762    -335.5184       3.2422   343.6
1.4090        -332.2637    -335.5130       3.2492   344.3
1.4095        -332.2509    -335.5111       3.2602   345.5
1.4100        -332.2387    -335.5281       3.2894   348.6
1.4105        -332.2269    -335.5709       3.3440   354.4
1.4110        -332.2152    -335.6360       3.4208   362.5
1.4115        -332.2039    -335.7136       3.5096   371.9
1.4120        -332.1924    -335.7919       3.5995   381.5
1.4125        -332.1806    -335.8622       3.6816   390.2
1.4130        -332.1689    -335.9196       3.7508   397.5
1.4135        -332.1579    -335.9631       3.8053   403.3
1.4140        -332.1477    -335.9900       3.8423   407.2
1.4145        -332.1382    -335.9940       3.8557   408.6
1.4150        -332.1290    -335.9719       3.8429   407.3
1.4155        -332.1200    -335.9294       3.8095   403.7
1.4160        -332.1119    -335.8803       3.7684   399.4
1.4165        -332.1055    -335.8372       3.7317   395.5
1.4170        -332.1000    -335.8024       3.7024   392.4
1.4175        -332.0949    -335.7743       3.6794   389.9
1.4180        -332.0902    -335.7543       3.6641   388.3
1.4185        -332.0862    -335.7485       3.6624   388.1
1.4190        -332.0833    -335.7625       3.6792   389.9
1.4195        -332.0821    -335.7899       3.7078   392.9
1.4200        -332.0820    -335.8105       3.7285   395.1
1.4205        -332.0810    -335.8012       3.7201   394.2
1.4210        -332.0795    -335.7554       3.6758   389.6
1.4215        -332.0780    -335.6876       3.6096   382.5
1.4220        -332.0764    -335.6227       3.5463   375.8
1.4225        -332.0766    -335.5872       3.5107   372.0
1.4230        -332.0783    -335.5913       3.5130   372.3
1.4235        -332.0810    -335.6255       3.5445   375.6
1.4240        -332.0840    -335.6719       3.5879   380.2
1.4245        -332.0874    -335.7122       3.6248   384.2
1.4250        -332.0913    -335.7303       3.6390   385.7
1.4255        -332.0949    -335.7119       3.6171   383.3
1.4260        -332.0983    -335.6549       3.5566   376.9
1.4265        -332.1014    -335.5710       3.4697   367.7
1.4270        -332.1046    -335.4786       3.3740   357.6
1.4275        -332.1078    -335.3949       3.2871   348.4
1.4280        -332.1115    -335.3368       3.2253   341.8
1.4285        -332.1156    -335.3157       3.2001   339.1
1.4290        -332.1198    -335.3352       3.2154   340.8
1.4295        -332.1252    -335.3886       3.2634   345.8
1.4300        -332.1308    -335.4557       3.3250   352.4
1.4305        -332.1360    -335.5148       3.3788   358.1
1.4310        -332.1404    -335.5516       3.4112   361.5
1.4315        -332.1444    -335.5659       3.4215   362.6
1.4320        -332.1485    -335.5700       3.4215   362.6
1.4325        -332.1534    -335.5800       3.4266   363.1
1.4330        -332.1591    -335.6028       3.4437   365.0
1.4335        -332.1651    -335.6362       3.4711   367.9
1.4340        -332.1709    -335.6787       3.5078   371.8
1.4345        -332.1775    -335.7334       3.5559   376.8
1.4350        -332.1851    -335.8006       3.6155   383.2
1.4355        -332.1942    -335.8687       3.6745   389.4
1.4360        -332.2044    -335.9123       3.7078   392.9
1.4365        -332.2144    -335.9042       3.6897   391.0
1.4370        -332.2227    -335.8337       3.6110   382.7
1.4375        -332.2299    -335.7201       3.4902   369.9
1.4380        -332.2373    -335.6018       3.3645   356.6
1.4385        -332.2458    -335.5137       3.2680   346.3
1.4390        -332.2556    -335.4709       3.2153   340.7
1.4395        -332.2665    -335.4642       3.1977   338.9
1.4400        -332.2766    -335.4706       3.1940   338.5
1.4405        -332.2862    -335.4708       3.1846   337.5
1.4410        -332.2948    -335.4545       3.1597   334.9
1.4415        -332.3032    -335.4228       3.1196   330.6
1.4420        -332.3107    -335.3828       3.0721   325.6
1.4425        -332.3183    -335.3463       3.0281   320.9
1.4430        -332.3257    -335.3221       2.9963   317.5
1.4435        -332.3329    -335.3152       2.9822   316.0
1.4440        -332.3403    -335.3256       2.9853   316.4
1.4445        -332.3470    -335.3493       3.0023   318.2
1.4450        -332.3529    -335.3867       3.0338   321.5
1.4455        -332.3595    -335.4420       3.0826   326.7
1.4460        -332.3665    -335.5096       3.1430   333.1
1.4465        -332.3747    -335.5705       3.1959   338.7
1.4470        -332.3817    -335.5972       3.2155   340.8
