Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.4255        -331.5025    -335.4850       3.9825   422.1
0.4260        -331.5175    -335.5759       4.0584   430.1
0.4265        -331.5329    -335.6181       4.0852   432.9
0.4270        -331.5484    -335.6035       4.0551   429.8
0.4275        -331.5641    -335.5418       3.9778   421.6
0.4280        -331.5802    -335.4543       3.8740   410.6
0.4285        -331.5978    -335.3659       3.7681   399.3
0.4290        -331.6160    -335.2920       3.6760   389.6
0.4295        -331.6353    -335.2380       3.6027   381.8
0.4300        -331.6547    -335.2013       3.5467   375.9
0.4305        -331.6733    -335.1812       3.5079   371.8
0.4310        -331.6922    -335.1860       3.4938   370.3
0.4315        -331.7117    -335.2263       3.5146   372.5
0.4320        -331.7333    -335.3060       3.5728   378.6
0.4325        -331.7567    -335.4064       3.6497   386.8
0.4330        -331.7815    -335.4910       3.7095   393.1
0.4335        -331.8060    -335.5211       3.7151   393.7
0.4340        -331.8286    -335.4762       3.6477   386.6
0.4345        -331.8488    -335.3722       3.5235   373.4
0.4350        -331.8680    -335.2586       3.3907   359.3
0.4355        -331.8883    -335.1901       3.3018   349.9
0.4360        -331.9108    -335.1957       3.2849   348.1
0.4365        -331.9356    -335.2646       3.3290   352.8
0.4370        -331.9609    -335.3530       3.3921   359.5
0.4375        -331.9857    -335.4128       3.4271   363.2
0.4380        -332.0087    -335.4143       3.4057   360.9
0.4385        -332.0300    -335.3592       3.3292   352.8
0.4390        -332.0507    -335.2720       3.2213   341.4
0.4395        -332.0710    -335.1816       3.1106   329.7
0.4400        -332.0912    -335.1106       3.0194   320.0
0.4405        -332.1113    -335.0718       2.9605   313.7
0.4410        -332.1304    -335.0691       2.9387   311.4
0.4415        -332.1492    -335.1080       2.9588   313.6
0.4420        -332.1688    -335.1941       3.0253   320.6
0.4425        -332.1899    -335.3198       3.1299   331.7
0.4430        -332.2125    -335.4577       3.2452   343.9
0.4435        -332.2363    -335.5649       3.3286   352.8
0.4440        -332.2581    -335.5979       3.3399   354.0
0.4445        -332.2772    -335.5450       3.2678   346.3
0.4450        -332.2942    -335.4334       3.1392   332.7
0.4455        -332.3100    -335.3164       3.0064   318.6
0.4460        -332.3268    -335.2477       2.9209   309.6
0.4465        -332.3458    -335.2509       2.9052   307.9
0.4470        -332.3650    -335.3078       2.9428   311.9
0.4475        -332.3837    -335.3827       2.9991   317.8
0.4480        -332.4015    -335.4462       3.0447   322.7
0.4485        -332.4190    -335.4824       3.0634   324.6
0.4490        -332.4350    -335.4878       3.0528   323.5
0.4495        -332.4505    -335.4738       3.0233   320.4
0.4500        -332.4656    -335.4572       2.9916   317.0
0.4505        -332.4806    -335.4549       2.9743   315.2
0.4510        -332.4953    -335.4782       2.9830   316.1
0.4515        -332.5109    -335.5332       3.0223   320.3
0.4520        -332.5268    -335.6150       3.0883   327.3
0.4525        -332.5429    -335.7132       3.1703   336.0
0.4530        -332.5599    -335.8124       3.2525   344.7
0.4535        -332.5766    -335.8937       3.3170   351.5
0.4540        -332.5935    -335.9426       3.3491   354.9
0.4545        -332.6099    -335.9512       3.3413   354.1
0.4550        -332.6257    -335.9236       3.2979   349.5
0.4555        -332.6409    -335.8749       3.2340   342.7
0.4560        -332.6560    -335.8248       3.1688   335.8
0.4565        -332.6712    -335.7870       3.1158   330.2
0.4570        -332.6869    -335.7651       3.0782   326.2
0.4575        -332.7028    -335.7485       3.0457   322.8
0.4580        -332.7176    -335.7188       3.0012   318.1
0.4585        -332.7316    -335.6646       2.9330   310.8
0.4590        -332.7437    -335.5823       2.8385   300.8
0.4595        -332.7546    -335.4833       2.7287   289.2
0.4600        -332.7639    -335.3888       2.6250   278.2
0.4605        -332.7731    -335.3231       2.5499   270.2
0.4610        -332.7822    -335.3017       2.5196   267.0
0.4615        -332.7918    -335.3276       2.5358   268.7
0.4620        -332.8016    -335.3855       2.5839   273.8
0.4625        -332.8106    -335.4482       2.6376   279.5
0.4630        -332.8179    -335.4911       2.6731   283.3
0.4635        -332.8238    -335.5063       2.6825   284.3
0.4640        -332.8286    -335.5039       2.6752   283.5
0.4645        -332.8327    -335.5021       2.6694   282.9
0.4650        -332.8373    -335.5176       2.6804   284.1
0.4655        -332.8418    -335.5527       2.7109   287.3
0.4660        -332.8461    -335.5988       2.7527   291.7
0.4665        -332.8497    -335.6459       2.7961   296.3
0.4670        -332.8521    -335.6867       2.8346   300.4
0.4675        -332.8541    -335.7206       2.8665   303.8
0.4680        -332.8563    -335.7465       2.8903   306.3
0.4685        -332.8580    -335.7590       2.9009   307.4
0.4690        -332.8590    -335.7514       2.8923   306.5
0.4695        -332.8594    -335.7212       2.8618   303.3
0.4700        -332.8584    -335.6732       2.8148   298.3
0.4705        -332.8571    -335.6226       2.7655   293.1
0.4710        -332.8557    -335.5847       2.7290   289.2
0.4715        -332.8546    -335.5672       2.7126   287.5
0.4720        -332.8528    -335.5665       2.7138   287.6
0.4725        -332.8501    -335.5769       2.7268   289.0
0.4730        -332.8468    -335.5971       2.7502   291.5
0.4735        -332.8424    -335.6304       2.7880   295.5
0.4740        -332.8380    -335.6854       2.8474   301.8
0.4745        -332.8340    -335.7638       2.9298   310.5
0.4750        -332.8301    -335.8539       3.0238   320.5
0.4755        -332.8263    -335.9326       3.1063   329.2
0.4760        -332.8210    -335.9742       3.1532   334.2
0.4765        -332.8149    -335.9668       3.1519   334.0
0.4770        -332.8075    -335.9130       3.1055   329.1
0.4775        -332.7990    -335.8332       3.0343   321.6
0.4780        -332.7908    -335.7608       2.9700   314.8
0.4785        -332.7834    -335.7252       2.9418   311.8
0.4790        -332.7774    -335.7379       2.9606   313.8
0.4795        -332.7721    -335.7865       3.0144   319.5
0.4800        -332.7663    -335.8411       3.0748   325.9
0.4805        -332.7590    -335.8730       3.1140   330.0
0.4810        -332.7509    -335.8684       3.1175   330.4
0.4815        -332.7415    -335.8276       3.0861   327.1
0.4820        -332.7321    -335.7629       3.0308   321.2
0.4825        -332.7227    -335.6903       2.9676   314.5
0.4830        -332.7133    -335.6228       2.9094   308.3
0.4835        -332.7041    -335.5692       2.8650   303.6
0.4840        -332.6945    -335.5352       2.8406   301.0
0.4845        -332.6843    -335.5254       2.8411   301.1
0.4850        -332.6742    -335.5443       2.8701   304.2
0.4855        -332.6636    -335.5907       2.9271   310.2
0.4860        -332.6535    -335.6566       3.0031   318.3
0.4865        -332.6437    -335.7197       3.0760   326.0
0.4870        -332.6325    -335.7478       3.1153   330.1
0.4875        -332.6194    -335.7222       3.1028   328.8
0.4880        -332.6043    -335.6499       3.0456   322.8
0.4885        -332.5887    -335.5637       2.9750   315.3
0.4890        -332.5739    -335.5052       2.9313   310.6
0.4895        -332.5610    -335.5023       2.9413   311.7
0.4900        -332.5488    -335.5538       3.0049   318.5
0.4905        -332.5367    -335.6356       3.0989   328.4
0.4910        -332.5232    -335.7151       3.1919   338.3
0.4915        -332.5084    -335.7682       3.2598   345.5
0.4920        -332.4920    -335.7874       3.2954   349.2
0.4925        -332.4745    -335.7857       3.3112   350.9
0.4930        -332.4577    -335.7866       3.3290   352.8
0.4935        -332.4414    -335.8066       3.3652   356.6
0.4940        -332.4264    -335.8500       3.4235   362.8
0.4945        -332.4119    -335.9049       3.4930   370.2
0.4950        -332.3972    -335.9515       3.5543   376.7
0.4955        -332.3823    -335.9709       3.5886   380.3
0.4960        -332.3677    -335.9486       3.5810   379.5
0.4965        -332.3523    -335.8780       3.5257   373.6
0.4970        -332.3360    -335.7713       3.4353   364.1
0.4975        -332.3205    -335.6622       3.3416   354.1
0.4980        -332.3065    -335.5841       3.2776   347.4
0.4985        -332.2938    -335.5534       3.2596   345.4
0.4990        -332.2814    -335.5680       3.2866   348.3
0.4995        -332.2695    -335.6163       3.3468   354.7
0.5000        -332.2573    -335.6810       3.4237   362.8
0.5005        -332.2459    -335.7418       3.4959   370.5
0.5010        -332.2346    -335.7708       3.5362   374.8
0.5015        -332.2216    -335.7443       3.5227   373.3
0.5020        -332.2076    -335.6622       3.4546   366.1
0.5025        -332.1924    -335.5530       3.3605   356.1
0.5030        -332.1782    -335.4683       3.2900   348.7
0.5035        -332.1663    -335.4523       3.2860   348.2
0.5040        -332.1572    -335.5155       3.3582   355.9
0.5045        -332.1486    -335.6278       3.4792   368.7
0.5050        -332.1392    -335.7450       3.6058   382.1
0.5055        -332.1293    -335.8315       3.7022   392.4
0.5060        -332.1186    -335.8641       3.7456   396.9
0.5065        -332.1081    -335.8348       3.7267   394.9
0.5070        -332.0986    -335.7452       3.6466   386.5
0.5075        -332.0886    -335.6033       3.5147   372.5
0.5080        -332.0788    -335.4290       3.3501   355.0
0.5085        -332.0686    -335.2515       3.1829   337.3
0.5090        -332.0593    -335.1125       3.0532   323.6
0.5095        -332.0517    -335.0446       2.9929   317.2
0.5100        -332.0461    -335.0519       3.0058   318.5
0.5105        -332.0406    -335.1050       3.0643   324.8
0.5110        -332.0344    -335.1609       3.1265   331.3
0.5115        -332.0257    -335.1860       3.1602   334.9
0.5120        -332.0154    -335.1752       3.1598   334.9
0.5125        -332.0048    -335.1498       3.1450   333.3
0.5130        -331.9939    -335.1415       3.1477   333.6
0.5135        -331.9844    -335.1774       3.1930   338.4
0.5140        -331.9764    -335.2632       3.2869   348.3
0.5145        -331.9695    -335.3799       3.4103   361.4
0.5150        -331.9631    -335.4878       3.5247   373.5
0.5155        -331.9555    -335.5411       3.5856   380.0
0.5160        -331.9453    -335.5133       3.5680   378.1
0.5165        -331.9327    -335.4227       3.4900   369.9
0.5170        -331.9211    -335.3278       3.4067   361.0
0.5175        -331.9127    -335.2794       3.3667   356.8
0.5180        -331.9064    -335.2854       3.3790   358.1
0.5185        -331.9007    -335.3205       3.4198   362.4
0.5190        -331.8937    -335.3556       3.4620   366.9
0.5195        -331.8844    -335.3834       3.4990   370.8
0.5200        -331.8759    -335.4225       3.5465   375.9
0.5205        -331.8698    -335.4873       3.6174   383.4
0.5210        -331.8657    -335.5604       3.6946   391.5
0.5215        -331.8620    -335.6015       3.7395   396.3
0.5220        -331.8566    -335.5777       3.7210   394.3
0.5225        -331.8502    -335.4884       3.6382   385.6
0.5230        -331.8429    -335.3638       3.5209   373.1
0.5235        -331.8369    -335.2491       3.4122   361.6
0.5240        -331.8322    -335.1823       3.3501   355.0
0.5245        -331.8289    -335.1824       3.3536   355.4
0.5250        -331.8272    -335.2467       3.4195   362.4
0.5255        -331.8262    -335.3511       3.5248   373.6
0.5260        -331.8257    -335.4613       3.6356   385.3
0.5265        -331.8239    -335.5458       3.7218   394.4
0.5270        -331.8229    -335.5908       3.7679   399.3
0.5275        -331.8222    -335.5891       3.7669   399.2
0.5280        -331.8225    -335.5393       3.7168   393.9
0.5285        -331.8236    -335.4411       3.6175   383.4
0.5290        -331.8244    -335.2960       3.4715   367.9
0.5295        -331.8236    -335.1170       3.2934   349.0
0.5300        -331.8207    -334.9437       3.1230   331.0
0.5305        -331.8176    -334.8442       3.0266   320.8
0.5310        -331.8185    -334.8787       3.0603   324.3
0.5315        -331.8241    -335.0409       3.2168   340.9
0.5320        -331.8301    -335.2522       3.4220   362.7
0.5325        -331.8333    -335.4226       3.5893   380.4
0.5330        -331.8338    -335.5079       3.6742   389.4
0.5335        -331.8341    -335.5125       3.6784   389.8
0.5340        -331.8344    -335.4581       3.6237   384.0
0.5345        -331.8369    -335.3693       3.5324   374.4
0.5350        -331.8385    -335.2585       3.4200   362.4
0.5355        -331.8404    -335.1460       3.3055   350.3
0.5360        -331.8421    -335.0542       3.2120   340.4
0.5365        -331.8446    -335.0041       3.1595   334.8
0.5370        -331.8491    -335.0017       3.1526   334.1
0.5375        -331.8538    -335.0285       3.1747   336.4
0.5380        -331.8579    -335.0576       3.1998   339.1
0.5385        -331.8608    -335.0701       3.2093   340.1
0.5390        -331.8632    -335.0620       3.1988   339.0
0.5395        -331.8653    -335.0396       3.1743   336.4
0.5400        -331.8665    -335.0174       3.1509   333.9
0.5405        -331.8679    -335.0176       3.1497   333.8
0.5410        -331.8700    -335.0576       3.1876   337.8
0.5415        -331.8735    -335.1398       3.2663   346.2
0.5420        -331.8788    -335.2429       3.3641   356.5
0.5425        -331.8830    -335.3262       3.4432   364.9
0.5430        -331.8853    -335.3651       3.4798   368.8
0.5435        -331.8858    -335.3673       3.4815   369.0
0.5440        -331.8868    -335.3687       3.4819   369.0
0.5445        -331.8910    -335.3989       3.5079   371.8
0.5450        -331.8965    -335.4501       3.5535   376.6
0.5455        -331.9025    -335.4926       3.5901   380.5
0.5460        -331.9075    -335.4998       3.5923   380.7
0.5465        -331.9117    -335.4658       3.5541   376.7
0.5470        -331.9161    -335.3992       3.4831   369.1
0.5475        -331.9206    -335.3132       3.3926   359.5
0.5480        -331.9255    -335.2222       3.2968   349.4
0.5485        -331.9307    -335.1374       3.2067   339.8
0.5490        -331.9361    -335.0662       3.1301   331.7
0.5495        -331.9406    -335.0142       3.0736   325.7
0.5500        -331.9458    -334.9878       3.0421   322.4
0.5505        -331.9509    -334.9858       3.0349   321.6
0.5510        -331.9556    -335.0032       3.0476   323.0
0.5515        -331.9603    -335.0351       3.0748   325.9
0.5520        -331.9654    -335.0738       3.1084   329.4
0.5525        -331.9702    -335.1054       3.1352   332.3
0.5530        -331.9748    -335.1176       3.1428   333.1
0.5535        -331.9783    -335.1039       3.1255   331.2
0.5540        -331.9807    -335.0727       3.0920   327.7
0.5545        -331.9825    -335.0488       3.0663   325.0
0.5550        -331.9850    -335.0574       3.0724   325.6
0.5555        -331.9889    -335.1059       3.1171   330.3
0.5560        -331.9931    -335.1786       3.1854   337.6
0.5565        -331.9975    -335.2470       3.2496   344.4
0.5570        -332.0014    -335.2820       3.2806   347.7
0.5575        -332.0055    -335.2599       3.2544   344.9
0.5580        -332.0072    -335.1647       3.1574   334.6
0.5585        -332.0070    -335.0087       3.0017   318.1
0.5590        -332.0053    -334.8331       2.8278   299.7
0.5595        -332.0035    -334.6948       2.6913   285.2
0.5600        -332.0034    -334.6425       2.6391   279.7
0.5605        -332.0054    -334.6900       2.6846   284.5
0.5610        -332.0085    -334.8118       2.8033   297.1
0.5615        -332.0104    -334.9590       2.9486   312.5
0.5620        -332.0108    -335.0871       3.0763   326.0
0.5625        -332.0095    -335.1713       3.1617   335.1
0.5630        -332.0068    -335.2103       3.2035   339.5
0.5635        -332.0044    -335.2189       3.2146   340.7
0.5640        -332.0013    -335.2141       3.2128   340.5
0.5645        -331.9979    -335.2191       3.2212   341.4
0.5650        -331.9953    -335.2587       3.2634   345.8
0.5655        -331.9937    -335.3432       3.3494   355.0
0.5660        -331.9940    -335.4610       3.4669   367.4
0.5665        -331.9944    -335.5781       3.5837   379.8
0.5670        -331.9943    -335.6598       3.6656   388.5
0.5675        -331.9933    -335.6865       3.6932   391.4
0.5680        -331.9916    -335.6598       3.6681   388.7
0.5685        -331.9906    -335.5980       3.6075   382.3
0.5690        -331.9898    -335.5226       3.5329   374.4
0.5695        -331.9900    -335.4538       3.4638   367.1
0.5700        -331.9909    -335.4054       3.4145   361.9
0.5705        -331.9924    -335.3835       3.3911   359.4
0.5710        -331.9947    -335.3859       3.3912   359.4
0.5715        -331.9976    -335.4026       3.4050   360.9
0.5720        -332.0002    -335.4211       3.4209   362.5
0.5725        -332.0020    -335.4358       3.4338   363.9
0.5730        -332.0044    -335.4523       3.4479   365.4
0.5735        -332.0069    -335.4769       3.4700   367.7
0.5740        -332.0107    -335.5139       3.5032   371.3
0.5745        -332.0155    -335.5563       3.5407   375.2
0.5750        -332.0202    -335.5884       3.5682   378.1
0.5755        -332.0243    -335.6019       3.5776   379.1
0.5760        -332.0288    -335.6002       3.5714   378.5
0.5765        -332.0342    -335.5893       3.5551   376.8
0.5770        -332.0406    -335.5690       3.5284   373.9
0.5775        -332.0468    -335.5306       3.4838   369.2
0.5780        -332.0521    -335.4716       3.4195   362.4
0.5785        -332.0570    -335.4040       3.3470   354.7
0.5790        -332.0622    -335.3457       3.2835   348.0
0.5795        -332.0681    -335.3117       3.2436   343.7
0.5800        -332.0748    -335.3042       3.2294   342.2
0.5805        -332.0819    -335.3111       3.2292   342.2
0.5810        -332.0884    -335.3140       3.2256   341.8
0.5815        -332.0942    -335.3010       3.2069   339.9
0.5820        -332.0989    -335.2724       3.1735   336.3
0.5825        -332.1031    -335.2431       3.1400   332.8
0.5830        -332.1073    -335.2363       3.1290   331.6
0.5835        -332.1125    -335.2708       3.1583   334.7
0.5840        -332.1192    -335.3472       3.2279   342.1
0.5845        -332.1262    -335.4468       3.3206   351.9
0.5850        -332.1331    -335.5459       3.4129   361.7
0.5855        -332.1394    -335.6265       3.4871   369.6
0.5860        -332.1456    -335.6823       3.5367   374.8
0.5865        -332.1524    -335.7169       3.5645   377.8
0.5870        -332.1602    -335.7325       3.5723   378.6
0.5875        -332.1688    -335.7220       3.5531   376.6
0.5880        -332.1774    -335.6719       3.4945   370.3
0.5885        -332.1848    -335.5754       3.3906   359.3
0.5890        -332.1905    -335.4454       3.2549   344.9
0.5895        -332.1953    -335.3168       3.1215   330.8
0.5900        -332.2007    -335.2315       3.0308   321.2
0.5905        -332.2078    -335.2164       3.0087   318.8
0.5910        -332.2165    -335.2660       3.0495   323.2
0.5915        -332.2251    -335.3464       3.1213   330.8
0.5920        -332.2331    -335.4203       3.1872   337.8
0.5925        -332.2399    -335.4609       3.2209   341.3
0.5930        -332.2462    -335.4595       3.2132   340.5
0.5935        -332.2515    -335.4192       3.1677   335.7
0.5940        -332.2566    -335.3544       3.0978   328.3
0.5945        -332.2610    -335.2860       3.0250   320.6
0.5950        -332.2654    -335.2370       2.9717   314.9
0.5955        -332.2698    -335.2251       2.9553   313.2
0.5960        -332.2743    -335.2603       2.9859   316.4
0.5965        -332.2799    -335.3431       3.0631   324.6
0.5970        -332.2862    -335.4580       3.1719   336.1
0.5975        -332.2936    -335.5740       3.2804   347.7
0.5980        -332.3001    -335.6493       3.3492   354.9
0.5985        -332.3054    -335.6553       3.3499   355.0
0.5990        -332.3088    -335.5908       3.2820   347.8
0.5995        -332.3121    -335.4805       3.1684   335.8
0.6000        -332.3149    -335.3536       3.0387   322.0
0.6005        -332.3167    -335.2407       2.9240   309.9
0.6010        -332.3181    -335.1773       2.8592   303.0
0.6015        -332.3198    -335.1977       2.8779   305.0
0.6020        -332.3238    -335.3174       2.9936   317.3
0.6025        -332.3296    -335.5119       3.1822   337.2
0.6030        -332.3363    -335.7223       3.3860   358.8
0.6035        -332.3419    -335.8824       3.5406   375.2
0.6040        -332.3455    -335.9485       3.6030   381.8
0.6045        -332.3466    -335.9161       3.5695   378.3
0.6050        -332.3469    -335.8216       3.4747   368.2
0.6055        -332.3477    -335.7230       3.3753   357.7
0.6060        -332.3505    -335.6750       3.3245   352.3
0.6065        -332.3558    -335.7018       3.3460   354.6
0.6070        -332.3636    -335.7865       3.4229   362.7
0.6075        -332.3715    -335.8804       3.5089   371.9
0.6080        -332.3789    -335.9351       3.5562   376.9
0.6085        -332.3850    -335.9216       3.5366   374.8
0.6090        -332.3896    -335.8381       3.4485   365.5
0.6095        -332.3935    -335.7105       3.3170   351.5
0.6100        -332.3968    -335.5791       3.1823   337.2
0.6105        -332.4007    -335.4863       3.0856   327.0
0.6110        -332.4055    -335.4630       3.0575   324.0
0.6115        -332.4124    -335.5155       3.1031   328.9
0.6120        -332.4199    -335.6193       3.1994   339.1
0.6125        -332.4274    -335.7363       3.3089   350.7
0.6130        -332.4347    -335.8293       3.3946   359.7
0.6135        -332.4409    -335.8713       3.4304   363.5
0.6140        -332.4466    -335.8536       3.4070   361.1
0.6145        -332.4514    -335.7842       3.3328   353.2
0.6150        -332.4552    -335.6857       3.2305   342.4
0.6155        -332.4582    -335.5954       3.1372   332.5
0.6160        -332.4616    -335.5592       3.0976   328.3
0.6165        -332.4669    -335.6107       3.1439   333.2
0.6170        -332.4748    -335.7497       3.2749   347.1
0.6175        -332.4844    -335.9351       3.4508   365.7
0.6180        -332.4938    -336.1027       3.6089   382.5
0.6185        -332.5019    -336.1980       3.6961   391.7
0.6190        -332.5087    -336.1998       3.6912   391.2
0.6195        -332.5153    -336.1186       3.6033   381.9
0.6200        -332.5206    -335.9833       3.4627   367.0
0.6205        -332.5265    -335.8374       3.3109   350.9
0.6210        -332.5328    -335.7210       3.1882   337.9
0.6215        -332.5394    -335.6629       3.1235   331.0
0.6220        -332.5473    -335.6759       3.1287   331.6
0.6225        -332.5562    -335.7526       3.1963   338.7
0.6230        -332.5662    -335.8651       3.2989   349.6
0.6235        -332.5763    -335.9744       3.3981   360.1
0.6240        -332.5855    -336.0456       3.4601   366.7
0.6245        -332.5935    -336.0606       3.4671   367.4
0.6250        -332.6009    -336.0256       3.4247   362.9
0.6255        -332.6065    -335.9679       3.3614   356.2
0.6260        -332.6131    -335.9314       3.3183   351.7
0.6265        -332.6220    -335.9480       3.3260   352.5
0.6270        -332.6329    -336.0188       3.3859   358.8
0.6275        -332.6455    -336.1125       3.4670   367.4
0.6280        -332.6582    -336.1778       3.5197   373.0
0.6285        -332.6697    -336.1712       3.5016   371.1
0.6290        -332.6790    -336.0774       3.3984   360.1
0.6295        -332.6864    -335.9142       3.2278   342.1
0.6300        -332.6931    -335.7255       3.0324   321.4
0.6305        -332.6998    -335.5599       2.8602   303.1
0.6310        -332.7066    -335.4528       2.7461   291.0
0.6315        -332.7136    -335.4214       2.7078   287.0
0.6320        -332.7208    -335.4689       2.7481   291.2
0.6325        -332.7287    -335.5845       2.8558   302.6
0.6330        -332.7377    -335.7386       3.0010   318.0
0.6335        -332.7468    -335.8846       3.1378   332.5
0.6340        -332.7544    -335.9753       3.2209   341.3
0.6345        -332.7601    -335.9866       3.2265   341.9
0.6350        -332.7636    -335.9271       3.1634   335.3
0.6355        -332.7666    -335.8327       3.0661   324.9
0.6360        -332.7694    -335.7484       2.9789   315.7
0.6365        -332.7740    -335.7097       2.9358   311.1
0.6370        -332.7793    -335.7261       2.9468   312.3
0.6375        -332.7850    -335.7842       2.9992   317.8
0.6380        -332.7905    -335.8588       3.0683   325.2
0.6385        -332.7952    -335.9258       3.1306   331.8
0.6390        -332.7988    -335.9697       3.1709   336.0
0.6395        -332.8022    -335.9898       3.1876   337.8
0.6400        -332.8056    -335.9908       3.1853   337.6
0.6405        -332.8091    -335.9777       3.1687   335.8
0.6410        -332.8127    -335.9526       3.1399   332.8
0.6415        -332.8153    -335.9171       3.1018   328.7
0.6420        -332.8170    -335.8826       3.0655   324.9
0.6425        -332.8189    -335.8694       3.0505   323.3
0.6430        -332.8216    -335.8941       3.0725   325.6
0.6435        -332.8262    -335.9547       3.1285   331.5
0.6440        -332.8309    -336.0243       3.1934   338.4
0.6445        -332.8342    -336.0703       3.2361   343.0
0.6450        -332.8362    -336.0762       3.2400   343.4
0.6455        -332.8374    -336.0461       3.2087   340.0
0.6460        -332.8381    -335.9974       3.1593   334.8
0.6465        -332.8392    -335.9493       3.1102   329.6
0.6470        -332.8408    -335.9128       3.0719   325.6
0.6475        -332.8426    -335.8865       3.0440   322.6
0.6480        -332.8443    -335.8623       3.0180   319.8
0.6485        -332.8457    -335.8284       2.9827   316.1
0.6490        -332.8456    -335.7785       2.9329   310.8
0.6495        -332.8450    -335.7193       2.8743   304.6
0.6500        -332.8444    -335.6609       2.8165   298.5
0.6505        -332.8439    -335.6093       2.7654   293.1
0.6510        -332.8429    -335.5644       2.7216   288.4
0.6515        -332.8408    -335.5280       2.6872   284.8
0.6520        -332.8379    -335.5094       2.6714   283.1
0.6525        -332.8349    -335.5218       2.6869   284.8
0.6530        -332.8324    -335.5711       2.7387   290.2
0.6535        -332.8301    -335.6457       2.8156   298.4
0.6540        -332.8267    -335.7230       2.8963   306.9
0.6545        -332.8215    -335.7872       2.9656   314.3
0.6550        -332.8156    -335.8375       3.0219   320.2
0.6555        -332.8098    -335.8798       3.0701   325.4
0.6560        -332.8034    -335.9168       3.1134   329.9
0.6565        -332.7972    -335.9490       3.1519   334.0
0.6570        -332.7905    -335.9733       3.1827   337.3
0.6575        -332.7830    -335.9891       3.2061   339.8
0.6580        -332.7759    -336.0030       3.2271   342.0
0.6585        -332.7688    -336.0179       3.2491   344.3
0.6590        -332.7621    -336.0318       3.2697   346.5
0.6595        -332.7554    -336.0352       3.2798   347.6
0.6600        -332.7486    -336.0156       3.2670   346.2
0.6605        -332.7409    -335.9656       3.2248   341.8
0.6610        -332.7327    -335.8934       3.1608   335.0
0.6615        -332.7245    -335.8173       3.0928   327.8
0.6620        -332.7158    -335.7605       3.0447   322.7
0.6625        -332.7081    -335.7478       3.0397   322.1
0.6630        -332.7016    -335.7890       3.0874   327.2
0.6635        -332.6952    -335.8709       3.1757   336.6
0.6640        -332.6885    -335.9697       3.2812   347.7
0.6645        -332.6813    -336.0633       3.3821   358.4
0.6650        -332.6741    -336.1350       3.4609   366.8
0.6655        -332.6666    -336.1661       3.4995   370.9
0.6660        -332.6582    -336.1432       3.4850   369.3
0.6665        -332.6493    -336.0699       3.4206   362.5
0.6670        -332.6402    -335.9674       3.3273   352.6
0.6675        -332.6315    -335.8663       3.2349   342.8
0.6680        -332.6240    -335.7909       3.1669   335.6
0.6685        -332.6174    -335.7484       3.1310   331.8
0.6690        -332.6114    -335.7315       3.1201   330.7
0.6695        -332.6046    -335.7242       3.1196   330.6
0.6700        -332.5972    -335.7147       3.1175   330.4
0.6705        -332.5897    -335.6986       3.1088   329.5
0.6710        -332.5822    -335.6746       3.0924   327.7
0.6715        -332.5737    -335.6445       3.0707   325.4
0.6720        -332.5653    -335.6149       3.0496   323.2
0.6725        -332.5565    -335.5943       3.0377   321.9
0.6730        -332.5477    -335.5936       3.0459   322.8
0.6735        -332.5391    -335.6209       3.0818   326.6
0.6740        -332.5306    -335.6754       3.1447   333.3
0.6745        -332.5223    -335.7486       3.2262   341.9
0.6750        -332.5143    -335.8245       3.3102   350.8
0.6755        -332.5064    -335.8790       3.3726   357.4
0.6760        -332.4981    -335.8837       3.3856   358.8
0.6765        -332.4876    -335.8231       3.3355   353.5
0.6770        -332.4754    -335.7151       3.2396   343.3
0.6775        -332.4635    -335.6058       3.1423   333.0
0.6780        -332.4528    -335.5442       3.0913   327.6
0.6785        -332.4445    -335.5549       3.1104   329.6
0.6790        -332.4374    -335.6258       3.1884   337.9
0.6795        -332.4305    -335.7200       3.2895   348.6
0.6800        -332.4222    -335.7948       3.3725   357.4
0.6805        -332.4127    -335.8229       3.4102   361.4
0.6810        -332.4020    -335.7991       3.3970   360.0
0.6815        -332.3906    -335.7373       3.3467   354.7
0.6820        -332.3799    -335.6646       3.2846   348.1
0.6825        -332.3697    -335.6055       3.2358   342.9
0.6830        -332.3606    -335.5759       3.2153   340.8
0.6835        -332.3518    -335.5786       3.2268   342.0
0.6840        -332.3425    -335.6122       3.2697   346.5
0.6845        -332.3327    -335.6797       3.3471   354.7
0.6850        -332.3239    -335.7834       3.4594   366.6
0.6855        -332.3168    -335.9088       3.5919   380.7
0.6860        -332.3103    -336.0194       3.7090   393.1
0.6865        -332.3032    -336.0711       3.7679   399.3
0.6870        -332.2944    -336.0368       3.7424   396.6
0.6875        -332.2849    -335.9236       3.6387   385.6
0.6880        -332.2745    -335.7658       3.4912   370.0
0.6885        -332.2652    -335.6141       3.3490   354.9
0.6890        -332.2583    -335.5146       3.2563   345.1
0.6895        -332.2535    -335.4852       3.2318   342.5
0.6900        -332.2497    -335.5121       3.2624   345.7
0.6905        -332.2454    -335.5632       3.3177   351.6
0.6910        -332.2404    -335.6106       3.3702   357.2
0.6915        -332.2345    -335.6396       3.4051   360.9
0.6920        -332.2291    -335.6459       3.4168   362.1
0.6925        -332.2233    -335.6280       3.4047   360.8
0.6930        -332.2180    -335.5891       3.3710   357.3
0.6935        -332.2117    -335.5340       3.3223   352.1
